Day,Outdoor Temperature [TC] (°C)
04/03/2019 17:45,25.13
04/03/2019 18:15,25.10
04/03/2019 18:45,25.10
04/03/2019 19:15,25.10
04/03/2019 19:45,25.10
04/03/2019 20:15,25.02
04/03/2019 20:45,25.00
04/03/2019 21:15,24.93
04/03/2019 21:45,24.90
04/03/2019 22:15,24.90
04/03/2019 22:45,24.90
04/03/2019 23:15,24.90
04/03/2019 23:45,24.90
05/03/2019 00:15,24.90
05/03/2019 00:45,24.90
05/03/2019 01:15,24.98
05/03/2019 01:45,25.00
05/03/2019 02:15,25.00
05/03/2019 02:45,25.00
05/03/2019 03:15,25.08
05/03/2019 03:45,25.10
05/03/2019 04:15,25.25
05/03/2019 04:45,25.92
05/03/2019 05:15,26.40
05/03/2019 05:45,27.13
05/03/2019 06:15,27.58
05/03/2019 06:45,28.70
05/03/2019 07:15,29.57
05/03/2019 07:45,29.72
05/03/2019 08:15,29.00
05/03/2019 08:45,29.40
05/03/2019 09:15,30.35
05/03/2019 09:45,29.90
05/03/2019 10:15,29.98
05/03/2019 10:45,28.25
05/03/2019 11:15,26.48
05/03/2019 11:45,25.78
05/03/2019 12:15,25.18
05/03/2019 12:45,25.18
05/03/2019 13:15,25.45
05/03/2019 13:45,25.80
05/03/2019 14:15,25.73
05/03/2019 14:45,25.80
05/03/2019 15:15,25.85
05/03/2019 15:45,25.68
05/03/2019 16:15,25.48
05/03/2019 16:45,25.28
05/03/2019 17:15,25.12
05/03/2019 17:45,25.10
05/03/2019 18:15,25.10
05/03/2019 18:45,25.10
05/03/2019 19:15,25.10
05/03/2019 19:45,25.10
05/03/2019 20:15,25.10
05/03/2019 20:45,25.10
05/03/2019 21:15,25.10
05/03/2019 21:45,25.10
05/03/2019 22:15,25.10
05/03/2019 22:45,25.03
05/03/2019 23:15,24.93
05/03/2019 23:45,24.78
06/03/2019 00:15,24.35
06/03/2019 00:45,23.95
06/03/2019 01:15,23.80
06/03/2019 01:45,23.72
06/03/2019 02:15,23.77
06/03/2019 02:45,23.80
06/03/2019 03:15,23.80
06/03/2019 03:45,23.80
06/03/2019 04:15,23.85
06/03/2019 04:45,24.02
06/03/2019 05:15,24.22
06/03/2019 05:45,24.53
06/03/2019 06:15,24.80
06/03/2019 06:45,24.97
06/03/2019 07:15,25.00
06/03/2019 07:45,25.07
06/03/2019 08:15,25.38
06/03/2019 08:45,25.67
06/03/2019 09:15,25.75
06/03/2019 09:45,25.88
06/03/2019 10:15,25.87
06/03/2019 10:45,25.97
06/03/2019 11:15,25.92
06/03/2019 11:45,25.87
06/03/2019 12:15,25.97
06/03/2019 12:45,26.18
06/03/2019 13:15,26.23
06/03/2019 13:45,26.53
06/03/2019 14:15,26.40
06/03/2019 14:45,26.27
06/03/2019 15:15,25.93
06/03/2019 15:45,25.90
06/03/2019 16:15,25.83
06/03/2019 16:45,25.67
06/03/2019 17:15,25.47
06/03/2019 17:45,25.30
06/03/2019 18:15,25.18
06/03/2019 18:45,25.10
06/03/2019 19:15,25.10
06/03/2019 19:45,25.10
06/03/2019 20:15,25.10
06/03/2019 20:45,25.10
06/03/2019 21:15,25.10
06/03/2019 21:45,25.10
06/03/2019 22:15,25.10
06/03/2019 22:45,25.03
06/03/2019 23:15,25.00
06/03/2019 23:45,25.00
07/03/2019 00:15,25.00
07/03/2019 00:45,25.00
07/03/2019 01:15,25.00
07/03/2019 01:45,25.00
07/03/2019 02:15,25.00
07/03/2019 02:45,25.00
07/03/2019 03:15,25.00
07/03/2019 03:45,25.00
07/03/2019 04:15,25.03
07/03/2019 04:45,25.12
07/03/2019 05:15,25.72
07/03/2019 05:45,26.03
07/03/2019 06:15,26.43
07/03/2019 06:45,26.40
07/03/2019 07:15,26.57
07/03/2019 07:45,27.72
07/03/2019 08:15,28.27
07/03/2019 08:45,28.37
07/03/2019 09:15,29.37
07/03/2019 09:45,30.00
07/03/2019 10:15,30.38
07/03/2019 10:45,30.43
07/03/2019 11:15,30.40
07/03/2019 11:45,30.72
07/03/2019 12:15,30.55
07/03/2019 12:45,29.87
07/03/2019 13:15,28.87
07/03/2019 13:45,28.32
07/03/2019 14:15,27.92
07/03/2019 14:45,26.98
07/03/2019 15:15,25.82
07/03/2019 15:45,24.88
07/03/2019 16:15,24.18
07/03/2019 16:45,23.80
07/03/2019 17:15,23.55
07/03/2019 17:45,23.45
07/03/2019 18:15,23.40
07/03/2019 18:45,23.48
07/03/2019 19:15,23.50
07/03/2019 19:45,23.60
07/03/2019 20:15,23.60
07/03/2019 20:45,23.57
07/03/2019 21:15,23.50
07/03/2019 21:45,23.50
07/03/2019 22:15,23.50
07/03/2019 22:45,23.55
07/03/2019 23:15,23.60
07/03/2019 23:45,23.60
08/03/2019 00:15,23.70
08/03/2019 00:45,23.70
08/03/2019 01:15,23.70
08/03/2019 01:45,23.80
08/03/2019 02:15,23.83
08/03/2019 02:45,23.90
08/03/2019 03:15,23.85
08/03/2019 03:45,23.83
08/03/2019 04:15,24.00
08/03/2019 04:45,24.22
08/03/2019 05:15,24.48
08/03/2019 05:45,24.85
08/03/2019 06:15,25.00
08/03/2019 06:45,25.18
08/03/2019 07:15,25.92
08/03/2019 07:45,26.58
08/03/2019 08:15,27.60
08/03/2019 08:45,28.72
08/03/2019 09:15,29.10
08/03/2019 09:45,29.17
08/03/2019 10:15,29.17
08/03/2019 10:45,30.03
08/03/2019 11:15,31.10
08/03/2019 11:45,32.02
08/03/2019 12:15,31.37
08/03/2019 12:45,30.38
08/03/2019 13:15,30.63
08/03/2019 13:45,29.05
08/03/2019 14:15,28.23
08/03/2019 14:45,27.83
08/03/2019 15:15,27.25
08/03/2019 15:45,26.77
08/03/2019 16:15,26.33
08/03/2019 16:45,26.05
08/03/2019 17:15,25.77
08/03/2019 17:45,25.48
08/03/2019 18:15,25.28
08/03/2019 18:45,25.10
08/03/2019 19:15,25.10
08/03/2019 19:45,25.10
08/03/2019 20:15,25.10
08/03/2019 20:45,25.10
08/03/2019 21:15,25.05
08/03/2019 21:45,25.00
08/03/2019 22:15,24.97
08/03/2019 22:45,24.87
08/03/2019 23:15,24.78
08/03/2019 23:45,24.70
09/03/2019 00:15,24.67
09/03/2019 00:45,24.60
09/03/2019 01:15,24.48
09/03/2019 01:45,24.38
09/03/2019 02:15,24.28
09/03/2019 02:45,24.20
09/03/2019 03:15,24.17
09/03/2019 03:45,24.20
09/03/2019 04:15,24.62
09/03/2019 04:45,25.00
09/03/2019 05:15,25.65
09/03/2019 05:45,26.72
09/03/2019 06:15,27.42
09/03/2019 06:45,28.23
09/03/2019 07:15,29.45
09/03/2019 07:45,29.15
09/03/2019 08:15,29.48
09/03/2019 08:45,29.55
09/03/2019 09:15,29.92
09/03/2019 09:45,30.53
09/03/2019 10:15,30.97
09/03/2019 10:45,31.80
09/03/2019 11:15,32.83
09/03/2019 11:45,32.10
09/03/2019 12:15,32.35
09/03/2019 12:45,32.12
09/03/2019 13:15,30.88
09/03/2019 13:45,30.15
09/03/2019 14:15,29.02
09/03/2019 14:45,28.17
09/03/2019 15:15,27.40
09/03/2019 15:45,26.85
09/03/2019 16:15,26.23
09/03/2019 16:45,25.85
09/03/2019 17:15,25.50
09/03/2019 17:45,25.15
09/03/2019 18:15,25.10
09/03/2019 18:45,25.10
09/03/2019 19:15,25.08
09/03/2019 19:45,25.00
09/03/2019 20:15,25.00
09/03/2019 20:45,25.00
09/03/2019 21:15,25.00
09/03/2019 21:45,25.00
09/03/2019 22:15,24.93
09/03/2019 22:45,24.88
09/03/2019 23:15,24.80
09/03/2019 23:45,24.73
10/03/2019 00:15,24.67
10/03/2019 00:45,24.57
10/03/2019 01:15,24.50
10/03/2019 01:45,24.40
10/03/2019 02:15,24.40
10/03/2019 02:45,24.35
10/03/2019 03:15,24.30
10/03/2019 03:45,24.42
10/03/2019 04:15,24.62
10/03/2019 04:45,24.93
10/03/2019 05:15,25.42
10/03/2019 05:45,26.13
10/03/2019 06:15,26.75
10/03/2019 06:45,27.60
10/03/2019 07:15,28.48
10/03/2019 07:45,28.92
10/03/2019 08:15,29.15
10/03/2019 08:45,29.25
10/03/2019 09:15,29.55
10/03/2019 09:45,30.02
10/03/2019 10:15,30.27
10/03/2019 10:45,30.55
10/03/2019 11:15,30.03
10/03/2019 11:45,31.17
10/03/2019 12:15,30.93
10/03/2019 12:45,29.95
10/03/2019 13:15,29.70
10/03/2019 13:45,29.07
10/03/2019 14:15,26.42
10/03/2019 14:45,24.10
10/03/2019 15:15,24.15
10/03/2019 15:45,24.28
10/03/2019 16:15,24.32
10/03/2019 16:45,24.40
10/03/2019 17:15,24.40
10/03/2019 17:45,24.45
10/03/2019 18:15,24.50
10/03/2019 18:45,24.60
10/03/2019 19:15,24.60
10/03/2019 19:45,24.63
10/03/2019 20:15,24.60
10/03/2019 20:45,24.60
10/03/2019 21:15,24.48
10/03/2019 21:45,24.37
10/03/2019 22:15,24.23
10/03/2019 22:45,24.12
10/03/2019 23:15,23.98
10/03/2019 23:45,23.88
11/03/2019 00:15,23.80
11/03/2019 00:45,23.80
11/03/2019 01:15,23.80
11/03/2019 01:45,23.80
11/03/2019 02:15,23.80
11/03/2019 02:45,23.70
11/03/2019 03:15,23.63
11/03/2019 03:45,23.77
11/03/2019 04:15,24.23
11/03/2019 04:45,24.73
11/03/2019 05:15,25.05
11/03/2019 05:45,25.42
11/03/2019 06:15,26.02
11/03/2019 06:45,26.77
11/03/2019 07:15,27.85
11/03/2019 07:45,28.13
11/03/2019 08:15,28.47
11/03/2019 08:45,29.28
11/03/2019 09:15,30.13
11/03/2019 09:45,30.73
11/03/2019 10:15,30.92
11/03/2019 10:45,30.82
11/03/2019 11:15,30.30
11/03/2019 11:45,31.07
11/03/2019 12:15,31.45
11/03/2019 12:45,31.60
11/03/2019 13:15,30.50
11/03/2019 13:45,29.55
11/03/2019 14:15,28.87
11/03/2019 14:45,28.32
11/03/2019 15:15,27.70
11/03/2019 15:45,27.28
11/03/2019 16:15,26.97
11/03/2019 16:45,26.58
11/03/2019 17:15,26.33
11/03/2019 17:45,26.25
11/03/2019 18:15,26.12
11/03/2019 18:45,26.00
11/03/2019 19:15,25.83
11/03/2019 19:45,25.60
11/03/2019 20:15,25.38
11/03/2019 20:45,25.17
11/03/2019 21:15,25.10
11/03/2019 21:45,25.10
11/03/2019 22:15,25.18
11/03/2019 22:45,25.20
11/03/2019 23:15,25.13
11/03/2019 23:45,25.10
12/03/2019 00:15,24.85
12/03/2019 00:45,24.37
12/03/2019 01:15,24.13
12/03/2019 01:45,24.10
12/03/2019 02:15,24.20
12/03/2019 02:45,24.20
12/03/2019 03:15,24.13
12/03/2019 03:45,24.00
12/03/2019 04:15,24.02
12/03/2019 04:45,24.17
12/03/2019 05:15,24.48
12/03/2019 05:45,24.78
12/03/2019 06:15,25.05
12/03/2019 06:45,25.10
12/03/2019 07:15,25.10
12/03/2019 07:45,25.13
12/03/2019 08:15,25.30
12/03/2019 08:45,25.82
12/03/2019 09:15,25.95
12/03/2019 09:45,26.18
12/03/2019 10:15,26.35
12/03/2019 10:45,26.52
12/03/2019 11:15,26.85
12/03/2019 11:45,27.45
12/03/2019 12:15,28.45
12/03/2019 12:45,29.50
12/03/2019 13:15,28.22
12/03/2019 13:45,28.23
12/03/2019 14:15,27.57
12/03/2019 14:45,26.75
12/03/2019 15:15,26.17
12/03/2019 15:45,25.93
12/03/2019 16:15,25.65
12/03/2019 16:45,25.38
12/03/2019 17:15,25.17
12/03/2019 17:45,25.07
12/03/2019 18:15,24.92
12/03/2019 18:45,24.72
12/03/2019 19:15,24.55
12/03/2019 19:45,24.45
12/03/2019 20:15,24.35
12/03/2019 20:45,24.27
12/03/2019 21:15,24.07
12/03/2019 21:45,24.00
12/03/2019 22:15,24.00
12/03/2019 22:45,24.00
12/03/2019 23:15,24.00
12/03/2019 23:45,24.00
13/03/2019 00:15,24.00
13/03/2019 00:45,23.93
13/03/2019 01:15,23.90
13/03/2019 01:45,23.80
13/03/2019 02:15,23.80
13/03/2019 02:45,23.80
13/03/2019 03:15,23.72
13/03/2019 03:45,23.57
13/03/2019 04:15,23.78
13/03/2019 04:45,24.35
13/03/2019 05:15,24.88
13/03/2019 05:45,25.10
13/03/2019 06:15,25.67
13/03/2019 06:45,26.67
13/03/2019 07:15,27.85
13/03/2019 07:45,28.03
13/03/2019 08:15,28.73
13/03/2019 08:45,29.42
13/03/2019 09:15,29.87
13/03/2019 09:45,30.60
13/03/2019 10:15,30.73
13/03/2019 10:45,31.10
13/03/2019 11:15,31.77
13/03/2019 11:45,31.97
13/03/2019 12:15,31.80
13/03/2019 12:45,32.23
13/03/2019 13:15,28.45
13/03/2019 13:45,25.02
13/03/2019 14:15,24.52
13/03/2019 14:45,24.35
13/03/2019 15:15,24.45
13/03/2019 15:45,24.53
13/03/2019 16:15,24.60
13/03/2019 16:45,24.60
13/03/2019 17:15,24.60
13/03/2019 17:45,24.67
13/03/2019 18:15,24.60
13/03/2019 18:45,24.60
13/03/2019 19:15,24.60
13/03/2019 19:45,24.55
13/03/2019 20:15,24.50
13/03/2019 20:45,24.48
13/03/2019 21:15,24.40
13/03/2019 21:45,24.40
13/03/2019 22:15,24.32
13/03/2019 22:45,24.30
13/03/2019 23:15,24.30
13/03/2019 23:45,24.30
14/03/2019 00:15,24.40
14/03/2019 00:45,24.38
14/03/2019 01:15,24.30
14/03/2019 01:45,24.30
14/03/2019 02:15,24.20
14/03/2019 02:45,24.18
14/03/2019 03:15,24.10
14/03/2019 03:45,24.10
14/03/2019 04:15,24.22
14/03/2019 04:45,24.55
14/03/2019 05:15,24.92
14/03/2019 05:45,25.12
14/03/2019 06:15,25.65
14/03/2019 06:45,26.18
14/03/2019 07:15,27.45
14/03/2019 07:45,28.02
14/03/2019 08:15,28.60
14/03/2019 08:45,28.95
14/03/2019 09:15,29.68
14/03/2019 09:45,29.93
14/03/2019 10:15,29.93
14/03/2019 10:45,30.23
14/03/2019 11:15,30.38
14/03/2019 11:45,30.88
14/03/2019 12:15,31.42
14/03/2019 12:45,29.38
14/03/2019 13:15,26.92
14/03/2019 13:45,26.95
14/03/2019 14:15,27.15
14/03/2019 14:45,27.25
14/03/2019 15:15,27.07
14/03/2019 15:45,26.82
14/03/2019 16:15,26.52
14/03/2019 16:45,26.18
14/03/2019 17:15,26.02
14/03/2019 17:45,25.90
14/03/2019 18:15,25.90
14/03/2019 18:45,25.85
14/03/2019 19:15,25.63
14/03/2019 19:45,25.42
14/03/2019 20:15,25.20
14/03/2019 20:45,25.03
14/03/2019 21:15,25.00
14/03/2019 21:45,24.88
14/03/2019 22:15,24.75
14/03/2019 22:45,24.60
14/03/2019 23:15,24.60
14/03/2019 23:45,24.60
15/03/2019 00:15,24.63
15/03/2019 00:45,24.70
15/03/2019 01:15,24.65
15/03/2019 01:45,24.60
15/03/2019 02:15,24.60
15/03/2019 02:45,24.60
15/03/2019 03:15,24.65
15/03/2019 03:45,24.82
15/03/2019 04:15,24.95
15/03/2019 04:45,25.07
15/03/2019 05:15,25.47
15/03/2019 05:45,25.90
15/03/2019 06:15,26.25
15/03/2019 06:45,27.17
15/03/2019 07:15,28.12
15/03/2019 07:45,27.98
15/03/2019 08:15,28.42
15/03/2019 08:45,28.57
15/03/2019 09:15,29.38
15/03/2019 09:45,29.67
15/03/2019 10:15,28.95
15/03/2019 10:45,29.12
15/03/2019 11:15,29.23
15/03/2019 11:45,28.02
15/03/2019 12:15,26.97
15/03/2019 12:45,27.32
15/03/2019 13:15,27.43
15/03/2019 13:45,27.32
15/03/2019 14:15,26.97
15/03/2019 14:45,26.42
15/03/2019 15:15,26.32
15/03/2019 15:45,26.13
15/03/2019 16:15,25.97
15/03/2019 16:45,25.80
15/03/2019 17:15,25.55
15/03/2019 17:45,25.32
15/03/2019 18:15,25.13
15/03/2019 18:45,25.10
15/03/2019 19:15,25.10
15/03/2019 19:45,25.10
15/03/2019 20:15,25.10
15/03/2019 20:45,25.10
15/03/2019 21:15,25.02
15/03/2019 21:45,24.98
15/03/2019 22:15,24.90
15/03/2019 22:45,24.80
15/03/2019 23:15,24.80
15/03/2019 23:45,24.80
16/03/2019 00:15,24.80
16/03/2019 00:45,24.80
16/03/2019 01:15,24.75
16/03/2019 01:45,24.70
16/03/2019 02:15,24.70
16/03/2019 02:45,24.62
16/03/2019 03:15,24.60
16/03/2019 03:45,24.70
16/03/2019 04:15,24.92
16/03/2019 04:45,25.03
16/03/2019 05:15,25.20
16/03/2019 05:45,25.87
16/03/2019 06:15,26.18
16/03/2019 06:45,27.15
16/03/2019 07:15,27.57
16/03/2019 07:45,27.90
16/03/2019 08:15,28.25
16/03/2019 08:45,29.20
16/03/2019 09:15,29.97
16/03/2019 09:45,29.88
16/03/2019 10:15,30.10
16/03/2019 10:45,29.65
16/03/2019 11:15,29.10
16/03/2019 11:45,29.15
16/03/2019 12:15,28.97
16/03/2019 12:45,29.17
16/03/2019 13:15,29.88
16/03/2019 13:45,28.67
16/03/2019 14:15,25.90
16/03/2019 14:45,25.00
16/03/2019 15:15,25.00
16/03/2019 15:45,24.95
16/03/2019 16:15,24.82
16/03/2019 16:45,24.68
16/03/2019 17:15,24.58
16/03/2019 17:45,24.50
16/03/2019 18:15,24.45
16/03/2019 18:45,24.40
16/03/2019 19:15,24.40
16/03/2019 19:45,24.40
16/03/2019 20:15,24.40
16/03/2019 20:45,24.40
16/03/2019 21:15,24.40
16/03/2019 21:45,24.37
16/03/2019 22:15,24.28
16/03/2019 22:45,24.18
16/03/2019 23:15,24.03
16/03/2019 23:45,23.88
17/03/2019 00:15,23.77
17/03/2019 00:45,23.63
17/03/2019 01:15,23.52
17/03/2019 01:45,23.42
17/03/2019 02:15,23.37
17/03/2019 02:45,23.30
17/03/2019 03:15,23.30
17/03/2019 03:45,23.33
17/03/2019 04:15,23.75
17/03/2019 04:45,24.20
17/03/2019 05:15,24.87
17/03/2019 05:45,25.03
17/03/2019 06:15,25.45
17/03/2019 06:45,26.85
17/03/2019 07:15,28.70
17/03/2019 07:45,28.93
17/03/2019 08:15,29.77
17/03/2019 08:45,30.27
17/03/2019 09:15,30.58
17/03/2019 09:45,31.13
17/03/2019 10:15,31.42
17/03/2019 10:45,31.00
17/03/2019 11:15,29.90
17/03/2019 11:45,29.80
17/03/2019 12:15,31.12
17/03/2019 12:45,31.70
17/03/2019 13:15,28.87
17/03/2019 13:45,26.12
17/03/2019 14:15,25.18
17/03/2019 14:45,24.93
17/03/2019 15:15,24.75
17/03/2019 15:45,24.70
17/03/2019 16:15,24.62
17/03/2019 16:45,24.60
17/03/2019 17:15,24.60
17/03/2019 17:45,24.60
17/03/2019 18:15,24.60
17/03/2019 18:45,24.60
17/03/2019 19:15,24.63
17/03/2019 19:45,24.70
17/03/2019 20:15,24.80
17/03/2019 20:45,24.77
17/03/2019 21:15,24.68
17/03/2019 21:45,24.57
17/03/2019 22:15,24.50
17/03/2019 22:45,24.38
17/03/2019 23:15,24.25
17/03/2019 23:45,24.05
18/03/2019 00:15,23.92
18/03/2019 00:45,23.78
18/03/2019 01:15,23.68
18/03/2019 01:45,23.55
18/03/2019 02:15,23.47
18/03/2019 02:45,23.35
18/03/2019 03:15,23.18
18/03/2019 03:45,23.22
18/03/2019 04:15,23.70
18/03/2019 04:45,24.25
18/03/2019 05:15,24.83
18/03/2019 05:45,25.40
18/03/2019 06:15,25.87
18/03/2019 06:45,26.52
18/03/2019 07:15,28.30
18/03/2019 07:45,29.07
18/03/2019 08:15,29.67
18/03/2019 08:45,30.28
18/03/2019 09:15,31.12
18/03/2019 09:45,31.60
18/03/2019 10:15,32.23
18/03/2019 10:45,32.37
18/03/2019 11:15,32.58
18/03/2019 11:45,32.20
18/03/2019 12:15,32.62
18/03/2019 12:45,31.97
18/03/2019 13:15,31.02
18/03/2019 13:45,29.83
18/03/2019 14:15,28.68
18/03/2019 14:45,28.37
18/03/2019 15:15,27.88
18/03/2019 15:45,27.30
18/03/2019 16:15,26.70
18/03/2019 16:45,26.07
18/03/2019 17:15,25.92
18/03/2019 17:45,25.65
18/03/2019 18:15,25.40
18/03/2019 18:45,25.13
18/03/2019 19:15,25.00
18/03/2019 19:45,24.92
18/03/2019 20:15,24.90
18/03/2019 20:45,24.90
18/03/2019 21:15,24.80
18/03/2019 21:45,24.80
18/03/2019 22:15,24.73
18/03/2019 22:45,24.68
18/03/2019 23:15,24.60
18/03/2019 23:45,24.50
19/03/2019 00:15,24.50
19/03/2019 00:45,24.43
19/03/2019 01:15,24.38
19/03/2019 01:45,24.27
19/03/2019 02:15,24.12
19/03/2019 02:45,23.97
19/03/2019 03:15,23.85
19/03/2019 03:45,23.83
19/03/2019 04:15,24.08
19/03/2019 04:45,24.68
19/03/2019 05:15,25.08
19/03/2019 05:45,25.98
19/03/2019 06:15,27.03
19/03/2019 06:45,28.48
19/03/2019 07:15,30.28
19/03/2019 07:45,30.50
19/03/2019 08:15,31.32
19/03/2019 08:45,31.43
19/03/2019 09:15,30.90
19/03/2019 09:45,31.25
19/03/2019 10:15,31.58
19/03/2019 10:45,31.52
19/03/2019 11:15,31.27
19/03/2019 11:45,30.55
19/03/2019 12:15,30.40
19/03/2019 12:45,30.37
19/03/2019 13:15,30.80
19/03/2019 13:45,30.27
19/03/2019 14:15,29.52
19/03/2019 14:45,28.83
19/03/2019 15:15,28.17
19/03/2019 15:45,27.80
19/03/2019 16:15,27.50
19/03/2019 16:45,27.12
19/03/2019 17:15,26.75
19/03/2019 17:45,26.48
19/03/2019 18:15,26.32
19/03/2019 18:45,26.08
19/03/2019 19:15,25.93
19/03/2019 19:45,25.68
19/03/2019 20:15,25.45
19/03/2019 20:45,25.25
19/03/2019 21:15,25.10
19/03/2019 21:45,25.10
19/03/2019 22:15,25.10
19/03/2019 22:45,25.08
19/03/2019 23:15,25.00
19/03/2019 23:45,24.95
20/03/2019 00:15,24.88
20/03/2019 00:45,24.77
20/03/2019 01:15,24.67
20/03/2019 01:45,24.57
20/03/2019 02:15,24.43
20/03/2019 02:45,24.28
20/03/2019 03:15,24.10
20/03/2019 03:45,23.92
20/03/2019 04:15,24.28
20/03/2019 04:45,24.72
20/03/2019 05:15,25.23
20/03/2019 05:45,26.75
20/03/2019 06:15,27.72
20/03/2019 06:45,28.75
20/03/2019 07:15,30.52
20/03/2019 07:45,30.75
20/03/2019 08:15,31.35
20/03/2019 08:45,31.50
20/03/2019 09:15,32.08
20/03/2019 09:45,32.40
20/03/2019 10:20,32.20
20/03/2019 10:50,32.32
20/03/2019 11:20,32.67
20/03/2019 11:50,33.27
20/03/2019 12:20,32.72
20/03/2019 12:50,32.57
20/03/2019 13:20,31.50
20/03/2019 13:50,30.32
20/03/2019 14:20,29.37
20/03/2019 14:50,28.70
20/03/2019 15:20,28.12
20/03/2019 15:50,27.77
20/03/2019 16:20,27.08
20/03/2019 16:50,26.52
20/03/2019 17:20,26.15
20/03/2019 17:50,25.83
20/03/2019 18:20,25.57
20/03/2019 18:50,25.37
20/03/2019 19:20,25.15
20/03/2019 19:50,25.10
20/03/2019 20:20,25.10
20/03/2019 20:50,25.10
20/03/2019 21:20,25.10
20/03/2019 21:50,25.10
20/03/2019 22:20,25.10
20/03/2019 22:50,25.03
20/03/2019 23:20,25.00
20/03/2019 23:50,24.95
21/03/2019 00:20,24.85
21/03/2019 00:50,24.68
21/03/2019 01:20,24.55
21/03/2019 01:50,24.43
21/03/2019 02:20,24.30
21/03/2019 02:50,24.18
21/03/2019 03:20,23.97
21/03/2019 03:50,23.87
21/03/2019 04:20,24.23
21/03/2019 04:50,24.75
21/03/2019 05:20,25.15
21/03/2019 05:50,26.00
21/03/2019 06:20,26.85
21/03/2019 06:50,28.22
21/03/2019 07:20,30.08
21/03/2019 07:50,30.78
21/03/2019 08:20,31.68
21/03/2019 08:50,31.40
21/03/2019 09:20,31.48
21/03/2019 09:50,32.20
21/03/2019 10:20,32.95
21/03/2019 10:50,33.30
21/03/2019 11:20,33.92
21/03/2019 11:50,33.25
21/03/2019 12:20,32.13
21/03/2019 12:50,32.63
21/03/2019 13:20,32.00
21/03/2019 13:50,30.92
21/03/2019 14:20,30.37
21/03/2019 14:50,29.70
21/03/2019 15:20,29.05
21/03/2019 15:50,28.67
21/03/2019 16:20,28.33
21/03/2019 16:50,28.00
21/03/2019 17:20,27.72
21/03/2019 17:50,27.53
21/03/2019 18:20,27.30
21/03/2019 18:50,27.00
21/03/2019 19:20,26.73
21/03/2019 19:50,26.48
21/03/2019 20:20,26.27
21/03/2019 20:50,26.07
21/03/2019 21:20,25.95
21/03/2019 21:50,25.78
21/03/2019 22:20,25.55
21/03/2019 22:50,25.35
21/03/2019 23:20,25.15
21/03/2019 23:50,25.10
22/03/2019 00:20,25.10
22/03/2019 00:50,25.10
22/03/2019 01:20,25.03
22/03/2019 01:50,25.00
22/03/2019 02:20,24.90
22/03/2019 02:50,24.75
22/03/2019 03:20,24.48
22/03/2019 03:50,24.33
22/03/2019 04:20,24.68
22/03/2019 04:50,25.02
22/03/2019 05:20,25.52
22/03/2019 05:50,26.65
22/03/2019 06:20,27.75
22/03/2019 06:50,28.75
22/03/2019 07:20,30.23
22/03/2019 07:50,30.65
22/03/2019 08:20,31.23
22/03/2019 08:50,31.47
22/03/2019 09:20,32.05
22/03/2019 09:50,32.03
22/03/2019 10:20,32.42
22/03/2019 10:50,32.67
22/03/2019 11:20,33.25
22/03/2019 11:50,33.70
22/03/2019 12:20,33.77
22/03/2019 12:50,33.13
22/03/2019 13:20,31.77
22/03/2019 13:50,30.38
22/03/2019 14:20,29.35
22/03/2019 14:50,28.72
22/03/2019 15:20,28.28
22/03/2019 15:50,27.70
22/03/2019 16:20,27.18
22/03/2019 16:50,26.77
22/03/2019 17:20,26.33
22/03/2019 17:50,26.08
22/03/2019 18:20,25.93
22/03/2019 18:50,25.90
22/03/2019 19:20,25.90
22/03/2019 19:50,25.90
22/03/2019 20:20,25.78
22/03/2019 20:50,25.58
22/03/2019 21:20,25.38
22/03/2019 21:50,25.18
22/03/2019 22:20,25.10
22/03/2019 22:50,25.10
22/03/2019 23:20,25.10
22/03/2019 23:50,25.10
23/03/2019 00:20,25.03
23/03/2019 00:50,25.00
23/03/2019 01:20,24.93
23/03/2019 01:50,24.82
23/03/2019 02:20,24.67
23/03/2019 02:50,24.55
23/03/2019 03:20,24.40
23/03/2019 03:50,24.33
23/03/2019 04:20,24.67
23/03/2019 04:50,25.03
23/03/2019 05:20,25.73
23/03/2019 05:50,27.03
23/03/2019 06:20,28.02
23/03/2019 06:50,29.25
23/03/2019 07:20,30.35
23/03/2019 07:50,30.82
23/03/2019 08:20,31.60
23/03/2019 08:50,31.82
23/03/2019 09:20,31.62
23/03/2019 09:50,31.87
23/03/2019 10:20,31.90
23/03/2019 10:50,32.07
23/03/2019 11:20,32.48
23/03/2019 11:50,32.32
23/03/2019 12:20,32.05
23/03/2019 12:50,31.88
23/03/2019 13:20,30.60
23/03/2019 13:50,30.78
23/03/2019 14:20,29.85
23/03/2019 14:50,29.30
23/03/2019 15:20,28.67
23/03/2019 15:50,27.83
23/03/2019 16:20,27.12
23/03/2019 16:50,26.75
23/03/2019 17:20,26.40
23/03/2019 17:50,26.15
23/03/2019 18:20,26.08
23/03/2019 18:50,25.77
23/03/2019 19:20,25.18
23/03/2019 19:50,24.75
23/03/2019 20:20,24.50
23/03/2019 20:50,24.40
23/03/2019 21:20,24.27
23/03/2019 21:50,24.13
23/03/2019 22:20,24.05
23/03/2019 22:50,23.93
23/03/2019 23:20,23.90
23/03/2019 23:50,23.90
24/03/2019 00:20,23.83
24/03/2019 00:50,23.80
24/03/2019 01:20,23.73
24/03/2019 01:50,23.70
24/03/2019 02:20,23.70
24/03/2019 02:50,23.70
